,Disease,Symptom
23280,Dengue, loss_of_appetite
23281,Dengue, pain_behind_the_eyes
23282,Dengue, back_pain
23283,Dengue, malaise
23284,Dengue, muscle_pain
23285,Dengue, red_spots_over_body
23286,Typhoid, chills
23287,Typhoid, vomiting
23288,Typhoid, fatigue
23289,Typhoid, high_fever
23290,Typhoid, headache
23291,Typhoid, nausea
23292,Typhoid, constipation
23293,Typhoid, abdominal_pain
23294,Typhoid, diarrhoea
23295,Typhoid, toxic_look_(typhos)
23296,Typhoid, belly_pain
23297,hepatitis A, joint_pain
23298,hepatitis A, vomiting
23299,hepatitis A, yellowish_skin
23300,hepatitis A, dark_urine
23301,hepatitis A, nausea
23302,hepatitis A, loss_of_appetite
23303,hepatitis A, abdominal_pain
23304,hepatitis A, diarrhoea
23305,hepatitis A, mild_fever
23306,hepatitis A, yellowing_of_eyes
23307,hepatitis A, muscle_pain
23308,Hepatitis B,itching
23309,Hepatitis B, fatigue
23310,Hepatitis B, lethargy
23311,Hepatitis B, yellowish_skin
23312,Hepatitis B, dark_urine
23313,Hepatitis B, loss_of_appetite
23314,Hepatitis B, abdominal_pain
23315,Hepatitis B, yellow_urine
23316,Hepatitis B, yellowing_of_eyes
23317,Hepatitis B, malaise
23318,Hepatitis B, receiving_blood_transfusion
23319,Hepatitis B, receiving_unsterile_injections
23320,Hepatitis C, fatigue
23321,Hepatitis C, yellowish_skin
23322,Hepatitis C, nausea
23323,Hepatitis C, loss_of_appetite
23324,Hepatitis C, yellowing_of_eyes
23325,Hepatitis C, family_history
23326,Hepatitis D, joint_pain
23327,Hepatitis D, vomiting
23328,Hepatitis D, fatigue
23329,Hepatitis D, yellowish_skin
23330,Hepatitis D, dark_urine
23331,Hepatitis D, nausea
23332,Hepatitis D, loss_of_appetite
23333,Hepatitis D, abdominal_pain
23334,Hepatitis D, yellowing_of_eyes
23335,Hepatitis E, joint_pain
23336,Hepatitis E, vomiting
23337,Hepatitis E, fatigue
23338,Hepatitis E, high_fever
23339,Hepatitis E, yellowish_skin
23340,Hepatitis E, dark_urine
23341,Hepatitis E, nausea
23342,Hepatitis E, loss_of_appetite
23343,Hepatitis E, abdominal_pain
23344,Hepatitis E, yellowing_of_eyes
23345,Hepatitis E, acute_liver_failure
23346,Hepatitis E, coma
23347,Hepatitis E, stomach_bleeding
23348,Alcoholic hepatitis, vomiting
23349,Alcoholic hepatitis, yellowish_skin
23350,Alcoholic hepatitis, abdominal_pain
23351,Alcoholic hepatitis, swelling_of_stomach
23352,Alcoholic hepatitis, distention_of_abdomen
23353,Alcoholic hepatitis, history_of_alcohol_consumption
23354,Alcoholic hepatitis, fluid_overload
23355,Tuberculosis, chills
23356,Tuberculosis, vomiting
23357,Tuberculosis, fatigue
23358,Tuberculosis, weight_loss
23359,Tuberculosis, cough
23360,Tuberculosis, high_fever
23361,Tuberculosis, breathlessness
23362,Tuberculosis, sweating
23363,Tuberculosis, loss_of_appetite
23364,Tuberculosis, mild_fever
23365,Tuberculosis, yellowing_of_eyes
23366,Tuberculosis, swelled_lymph_nodes
23367,Tuberculosis, malaise
23368,Tuberculosis, phlegm
23369,Tuberculosis, chest_pain
23370,Tuberculosis, blood_in_sputum
23371,Common Cold, continuous_sneezing
23372,Common Cold, chills
23373,Common Cold, fatigue
23374,Common Cold, cough
23375,Common Cold, high_fever
23376,Common Cold, headache
23377,Common Cold, swelled_lymph_nodes
23378,Common Cold, malaise
23379,Common Cold, phlegm
23380,Common Cold, throat_irritation
23381,Common Cold, redness_of_eyes
23382,Common Cold, sinus_pressure
23383,Common Cold, runny_nose
23384,Common Cold, congestion
23385,Common Cold, chest_pain
23386,Common Cold, loss_of_smell
23387,Common Cold, muscle_pain
23388,Pneumonia, chills
23389,Pneumonia, fatigue
23390,Pneumonia, cough
23391,Pneumonia, high_fever
23392,Pneumonia, breathlessness
23393,Pneumonia, sweating
23394,Pneumonia, malaise
23395,Pneumonia, phlegm
23396,Pneumonia, chest_pain
23397,Pneumonia, fast_heart_rate
23398,Pneumonia, rusty_sputum
23399,Dimorphic hemmorhoids(piles), constipation
23400,Dimorphic hemmorhoids(piles), pain_during_bowel_movements
23401,Dimorphic hemmorhoids(piles), pain_in_anal_region
23402,Dimorphic hemmorhoids(piles), bloody_stool
23403,Dimorphic hemmorhoids(piles), irritation_in_anus
23404,Heart attack, vomiting
23405,Heart attack, breathlessness
23406,Heart attack, sweating
23407,Heart attack, chest_pain
23408,Varicose veins, fatigue
23409,Varicose veins, cramps
23410,Varicose veins, bruising
23411,Varicose veins, obesity
23412,Varicose veins, swollen_legs
23413,Varicose veins, swollen_blood_vessels
23414,Varicose veins, prominent_veins_on_calf
23415,Hypothyroidism, fatigue
23416,Hypothyroidism, weight_gain
23417,Hypothyroidism, cold_hands_and_feets
23418,Hypothyroidism, mood_swings
23419,Hypothyroidism, lethargy
23420,Hypothyroidism, dizziness
23421,Hypothyroidism, puffy_face_and_eyes
23422,Hypothyroidism, enlarged_thyroid
23423,Hypothyroidism, brittle_nails
23424,Hypothyroidism, swollen_extremeties
23425,Hypothyroidism, depression
23426,Hypothyroidism, irritability
23427,Hypothyroidism, abnormal_menstruation
23428,Hyperthyroidism, fatigue
23429,Hyperthyroidism, mood_swings
23430,Hyperthyroidism, weight_loss
23431,Hyperthyroidism, restlessness
23432,Hyperthyroidism, sweating
23433,Hyperthyroidism, diarrhoea
23434,Hyperthyroidism, fast_heart_rate
23435,Hyperthyroidism, excessive_hunger
23436,Hyperthyroidism, muscle_weakness
23437,Hyperthyroidism, irritability
23438,Hyperthyroidism, abnormal_menstruation
23439,Hypoglycemia, vomiting
23440,Hypoglycemia, fatigue
23441,Hypoglycemia, anxiety
23442,Hypoglycemia, sweating
23443,Hypoglycemia, headache
23444,Hypoglycemia, nausea
23445,Hypoglycemia, blurred_and_distorted_vision
23446,Hypoglycemia, excessive_hunger
23447,Hypoglycemia, drying_and_tingling_lips
23448,Hypoglycemia, slurred_speech
23449,Hypoglycemia, irritability
23450,Hypoglycemia, palpitations
23451,Osteoarthristis, joint_pain
23452,Osteoarthristis, neck_pain
23453,Osteoarthristis, knee_pain
23454,Osteoarthristis, hip_joint_pain
23455,Osteoarthristis, swelling_joints
23456,Osteoarthristis, painful_walking
23457,Arthritis, muscle_weakness
23458,Arthritis, stiff_neck
23459,Arthritis, swelling_joints
23460,Arthritis, movement_stiffness
23461,Arthritis, painful_walking
23462,(vertigo) Paroymsal  Positional Vertigo, vomiting
23463,(vertigo) Paroymsal  Positional Vertigo, headache
23464,(vertigo) Paroymsal  Positional Vertigo, nausea
23465,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
23466,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
23467,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
23468,Acne, skin_rash
23469,Acne, pus_filled_pimples
23470,Acne, blackheads
23471,Acne, scurring
23472,Urinary tract infection, burning_micturition
23473,Urinary tract infection, bladder_discomfort
23474,Urinary tract infection, foul_smell_of urine
23475,Urinary tract infection, continuous_feel_of_urine
23476,Psoriasis, skin_rash
23477,Psoriasis, joint_pain
23478,Psoriasis, skin_peeling
23479,Psoriasis, silver_like_dusting
23480,Psoriasis, small_dents_in_nails
23481,Psoriasis, inflammatory_nails
23482,Impetigo, skin_rash
23483,Impetigo, high_fever
23484,Impetigo, blister
23485,Impetigo, red_sore_around_nose
23486,Impetigo, yellow_crust_ooze
23487,Fungal infection,itching
23488,Fungal infection, skin_rash
23489,Fungal infection, nodal_skin_eruptions
23490,Fungal infection, dischromic _patches
23491,Allergy, continuous_sneezing
23492,Allergy, shivering
23493,Allergy, chills
23494,Allergy, watering_from_eyes
23495,GERD, stomach_pain
23496,GERD, acidity
23497,GERD, ulcers_on_tongue
23498,GERD, vomiting
23499,GERD, cough
23500,GERD, chest_pain
23501,Chronic cholestasis,itching
23502,Chronic cholestasis, vomiting
23503,Chronic cholestasis, yellowish_skin
23504,Chronic cholestasis, nausea
23505,Chronic cholestasis, loss_of_appetite
23506,Chronic cholestasis, abdominal_pain
23507,Chronic cholestasis, yellowing_of_eyes
23508,Drug Reaction,itching
23509,Drug Reaction, skin_rash
23510,Drug Reaction, stomach_pain
23511,Drug Reaction, burning_micturition
23512,Drug Reaction, spotting_ urination
23513,Peptic ulcer diseae, vomiting
23514,Peptic ulcer diseae, indigestion
23515,Peptic ulcer diseae, loss_of_appetite
23516,Peptic ulcer diseae, abdominal_pain
23517,Peptic ulcer diseae, passage_of_gases
23518,Peptic ulcer diseae, internal_itching
23519,AIDS, muscle_wasting
23520,AIDS, patches_in_throat
23521,AIDS, high_fever
23522,AIDS, extra_marital_contacts
23523,Diabetes , fatigue
23524,Diabetes , weight_loss
23525,Diabetes , restlessness
23526,Diabetes , lethargy
23527,Diabetes , irregular_sugar_level
23528,Diabetes , blurred_and_distorted_vision
23529,Diabetes , obesity
23530,Diabetes , excessive_hunger
23531,Diabetes , increased_appetite
23532,Diabetes , polyuria
23533,Gastroenteritis, vomiting
23534,Gastroenteritis, sunken_eyes
23535,Gastroenteritis, dehydration
23536,Gastroenteritis, diarrhoea
23537,Bronchial Asthma, fatigue
23538,Bronchial Asthma, cough
23539,Bronchial Asthma, high_fever
23540,Bronchial Asthma, breathlessness
23541,Bronchial Asthma, family_history
23542,Bronchial Asthma, mucoid_sputum
23543,Hypertension , headache
23544,Hypertension , chest_pain
23545,Hypertension , dizziness
23546,Hypertension , loss_of_balance
23547,Hypertension , lack_of_concentration
23548,Migraine, acidity
23549,Migraine, indigestion
23550,Migraine, headache
23551,Migraine, blurred_and_distorted_vision
23552,Migraine, excessive_hunger
23553,Migraine, stiff_neck
23554,Migraine, depression
23555,Migraine, irritability
23556,Migraine, visual_disturbances
23557,Cervical spondylosis, back_pain
23558,Cervical spondylosis, weakness_in_limbs
23559,Cervical spondylosis, neck_pain
23560,Cervical spondylosis, dizziness
23561,Cervical spondylosis, loss_of_balance
23562,Paralysis (brain hemorrhage), vomiting
23563,Paralysis (brain hemorrhage), headache
23564,Paralysis (brain hemorrhage), weakness_of_one_body_side
23565,Paralysis (brain hemorrhage), altered_sensorium
23566,Jaundice,itching
23567,Jaundice, vomiting
23568,Jaundice, fatigue
23569,Jaundice, weight_loss
23570,Jaundice, high_fever
23571,Jaundice, yellowish_skin
23572,Jaundice, dark_urine
23573,Jaundice, abdominal_pain
23574,Malaria, chills
23575,Malaria, vomiting
23576,Malaria, high_fever
23577,Malaria, sweating
23578,Malaria, headache
23579,Malaria, nausea
23580,Malaria, diarrhoea
23581,Malaria, muscle_pain
23582,Chicken pox,itching
23583,Chicken pox, skin_rash
23584,Chicken pox, fatigue
23585,Chicken pox, lethargy
23586,Chicken pox, high_fever
23587,Chicken pox, headache
23588,Chicken pox, loss_of_appetite
23589,Chicken pox, mild_fever
23590,Chicken pox, swelled_lymph_nodes
23591,Chicken pox, malaise
23592,Chicken pox, red_spots_over_body
23593,Dengue, skin_rash
23594,Dengue, chills
23595,Dengue, joint_pain
23596,Dengue, vomiting
23597,Dengue, fatigue
23598,Dengue, high_fever
23599,Dengue, headache
23600,Dengue, nausea
23601,Dengue, loss_of_appetite
23602,Dengue, pain_behind_the_eyes
23603,Dengue, back_pain
23604,Dengue, malaise
23605,Dengue, muscle_pain
23606,Dengue, red_spots_over_body
23607,Typhoid, chills
23608,Typhoid, vomiting
23609,Typhoid, fatigue
23610,Typhoid, high_fever
23611,Typhoid, headache
23612,Typhoid, nausea
23613,Typhoid, constipation
23614,Typhoid, abdominal_pain
23615,Typhoid, diarrhoea
23616,Typhoid, toxic_look_(typhos)
23617,Typhoid, belly_pain
23618,hepatitis A, joint_pain
23619,hepatitis A, vomiting
23620,hepatitis A, yellowish_skin
23621,hepatitis A, dark_urine
23622,hepatitis A, nausea
23623,hepatitis A, loss_of_appetite
23624,hepatitis A, abdominal_pain
23625,hepatitis A, diarrhoea
23626,hepatitis A, mild_fever
23627,hepatitis A, yellowing_of_eyes
23628,hepatitis A, muscle_pain
23629,Hepatitis B,itching
23630,Hepatitis B, fatigue
23631,Hepatitis B, lethargy
23632,Hepatitis B, yellowish_skin
23633,Hepatitis B, dark_urine
23634,Hepatitis B, loss_of_appetite
23635,Hepatitis B, abdominal_pain
23636,Hepatitis B, yellow_urine
23637,Hepatitis B, yellowing_of_eyes
23638,Hepatitis B, malaise
23639,Hepatitis B, receiving_blood_transfusion
23640,Hepatitis B, receiving_unsterile_injections
23641,Hepatitis C, fatigue
23642,Hepatitis C, yellowish_skin
23643,Hepatitis C, nausea
23644,Hepatitis C, loss_of_appetite
23645,Hepatitis C, yellowing_of_eyes
23646,Hepatitis C, family_history
23647,Hepatitis D, joint_pain
23648,Hepatitis D, vomiting
23649,Hepatitis D, fatigue
23650,Hepatitis D, yellowish_skin
23651,Hepatitis D, dark_urine
23652,Hepatitis D, nausea
23653,Hepatitis D, loss_of_appetite
23654,Hepatitis D, abdominal_pain
23655,Hepatitis D, yellowing_of_eyes
23656,Hepatitis E, joint_pain
23657,Hepatitis E, vomiting
23658,Hepatitis E, fatigue
23659,Hepatitis E, high_fever
23660,Hepatitis E, yellowish_skin
23661,Hepatitis E, dark_urine
23662,Hepatitis E, nausea
23663,Hepatitis E, loss_of_appetite
23664,Hepatitis E, abdominal_pain
23665,Hepatitis E, yellowing_of_eyes
23666,Hepatitis E, acute_liver_failure
23667,Hepatitis E, coma
23668,Hepatitis E, stomach_bleeding
23669,Alcoholic hepatitis, vomiting
23670,Alcoholic hepatitis, yellowish_skin
23671,Alcoholic hepatitis, abdominal_pain
23672,Alcoholic hepatitis, swelling_of_stomach
23673,Alcoholic hepatitis, distention_of_abdomen
23674,Alcoholic hepatitis, history_of_alcohol_consumption
23675,Alcoholic hepatitis, fluid_overload
23676,Tuberculosis, chills
23677,Tuberculosis, vomiting
23678,Tuberculosis, fatigue
23679,Tuberculosis, weight_loss
23680,Tuberculosis, cough
23681,Tuberculosis, high_fever
23682,Tuberculosis, breathlessness
23683,Tuberculosis, sweating
23684,Tuberculosis, loss_of_appetite
23685,Tuberculosis, mild_fever
23686,Tuberculosis, yellowing_of_eyes
23687,Tuberculosis, swelled_lymph_nodes
23688,Tuberculosis, malaise
23689,Tuberculosis, phlegm
23690,Tuberculosis, chest_pain
23691,Tuberculosis, blood_in_sputum
23692,Common Cold, continuous_sneezing
23693,Common Cold, chills
23694,Common Cold, fatigue
23695,Common Cold, cough
23696,Common Cold, high_fever
23697,Common Cold, headache
23698,Common Cold, swelled_lymph_nodes
23699,Common Cold, malaise
23700,Common Cold, phlegm
23701,Common Cold, throat_irritation
23702,Common Cold, redness_of_eyes
23703,Common Cold, sinus_pressure
23704,Common Cold, runny_nose
23705,Common Cold, congestion
23706,Common Cold, chest_pain
23707,Common Cold, loss_of_smell
23708,Common Cold, muscle_pain
23709,Pneumonia, chills
23710,Pneumonia, fatigue
23711,Pneumonia, cough
23712,Pneumonia, high_fever
23713,Pneumonia, breathlessness
23714,Pneumonia, sweating
23715,Pneumonia, malaise
23716,Pneumonia, phlegm
23717,Pneumonia, chest_pain
23718,Pneumonia, fast_heart_rate
23719,Pneumonia, rusty_sputum
23720,Dimorphic hemmorhoids(piles), constipation
23721,Dimorphic hemmorhoids(piles), pain_during_bowel_movements
23722,Dimorphic hemmorhoids(piles), pain_in_anal_region
23723,Dimorphic hemmorhoids(piles), bloody_stool
23724,Dimorphic hemmorhoids(piles), irritation_in_anus
23725,Heart attack, vomiting
23726,Heart attack, breathlessness
23727,Heart attack, sweating
23728,Heart attack, chest_pain
23729,Varicose veins, fatigue
23730,Varicose veins, cramps
23731,Varicose veins, bruising
23732,Varicose veins, obesity
23733,Varicose veins, swollen_legs
23734,Varicose veins, swollen_blood_vessels
23735,Varicose veins, prominent_veins_on_calf
23736,Hypothyroidism, fatigue
23737,Hypothyroidism, weight_gain
23738,Hypothyroidism, cold_hands_and_feets
23739,Hypothyroidism, mood_swings
23740,Hypothyroidism, lethargy
23741,Hypothyroidism, dizziness
23742,Hypothyroidism, puffy_face_and_eyes
23743,Hypothyroidism, enlarged_thyroid
23744,Hypothyroidism, brittle_nails
23745,Hypothyroidism, swollen_extremeties
23746,Hypothyroidism, depression
23747,Hypothyroidism, irritability
23748,Hypothyroidism, abnormal_menstruation
23749,Hyperthyroidism, fatigue
23750,Hyperthyroidism, mood_swings
23751,Hyperthyroidism, weight_loss
23752,Hyperthyroidism, restlessness
23753,Hyperthyroidism, sweating
23754,Hyperthyroidism, diarrhoea
23755,Hyperthyroidism, fast_heart_rate
23756,Hyperthyroidism, excessive_hunger
23757,Hyperthyroidism, muscle_weakness
23758,Hyperthyroidism, irritability
23759,Hyperthyroidism, abnormal_menstruation
23760,Hypoglycemia, vomiting
23761,Hypoglycemia, fatigue
23762,Hypoglycemia, anxiety
23763,Hypoglycemia, sweating
23764,Hypoglycemia, headache
23765,Hypoglycemia, nausea
23766,Hypoglycemia, blurred_and_distorted_vision
23767,Hypoglycemia, excessive_hunger
23768,Hypoglycemia, drying_and_tingling_lips
23769,Hypoglycemia, slurred_speech
23770,Hypoglycemia, irritability
23771,Hypoglycemia, palpitations
23772,Osteoarthristis, joint_pain
23773,Osteoarthristis, neck_pain
23774,Osteoarthristis, knee_pain
23775,Osteoarthristis, hip_joint_pain
23776,Osteoarthristis, swelling_joints
23777,Osteoarthristis, painful_walking
23778,Arthritis, muscle_weakness
23779,Arthritis, stiff_neck
23780,Arthritis, swelling_joints
23781,Arthritis, movement_stiffness
23782,Arthritis, painful_walking
23783,(vertigo) Paroymsal  Positional Vertigo, vomiting
23784,(vertigo) Paroymsal  Positional Vertigo, headache
23785,(vertigo) Paroymsal  Positional Vertigo, nausea
23786,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
23787,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
23788,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
23789,Acne, skin_rash
23790,Acne, pus_filled_pimples
23791,Acne, blackheads
23792,Acne, scurring
23793,Urinary tract infection, burning_micturition
23794,Urinary tract infection, bladder_discomfort
23795,Urinary tract infection, foul_smell_of urine
23796,Urinary tract infection, continuous_feel_of_urine
23797,Psoriasis, skin_rash
23798,Psoriasis, joint_pain
23799,Psoriasis, skin_peeling
23800,Psoriasis, silver_like_dusting
23801,Psoriasis, small_dents_in_nails
23802,Psoriasis, inflammatory_nails
23803,Impetigo, skin_rash
23804,Impetigo, high_fever
23805,Impetigo, blister
23806,Impetigo, red_sore_around_nose
23807,Impetigo, yellow_crust_ooze
23808,Fungal infection,itching
23809,Fungal infection, skin_rash
23810,Fungal infection, nodal_skin_eruptions
23811,Fungal infection, dischromic _patches
23812,Allergy, continuous_sneezing
23813,Allergy, shivering
23814,Allergy, chills
23815,Allergy, watering_from_eyes
23816,GERD, stomach_pain
23817,GERD, acidity
23818,GERD, ulcers_on_tongue
